Dumping particle list:
 0: error
 3070: weapon_unusual_isotope_degreaser_vm_smoke
 3071: weapon_unusual_isotope_degreaser_vm_sparks
 3072: weapon_unusual_isotope_degreaser_vm
 3073: weapon_unusual_isotope_shortstop_glow
 3074: weapon_unusual_isotope_shortstop_muzzleglow
 3075: weapon_unusual_isotope_shortstop_secondary_rings
 3076: weapon_unusual_isotope_shortstop_smoke
 3077: weapon_unusual_isotope_shortstop_sparks
 3078: weapon_unusual_isotope_shortstop
 3079: weapon_unusual_isotope_shortstop_vm_glow
 3080: weapon_unusual_isotope_shortstop_vm_muzzleglow
 3081: weapon_unusual_isotope_shortstop_vm_secondary_rings
 3082: weapon_unusual_isotope_shortstop_vm_smoke
 3083: weapon_unusual_isotope_shortstop_vm_sparks
 3084: weapon_unusual_isotope_shortstop_vm
 3085: weapon_unusual_isotope_winger_glow
 3086: weapon_unusual_isotope_winger_muzzleglow
 3087: weapon_unusual_isotope_winger_secondary_rings
 3088: weapon_unusual_isotope_winger_smoke
 3089: weapon_unusual_isotope_winger_sparks
 3090: weapon_unusual_isotope_winger
 3091: weapon_unusual_isotope_winger_vm_glow
 3092: weapon_unusual_isotope_winger_vm_muzzleglow
 3093: weapon_unusual_isotope_winger_vm_secondary_rings
 3094: weapon_unusual_isotope_winger_vm_smoke
 3095: weapon_unusual_isotope_winger_vm_sparks
 3096: weapon_unusual_isotope_winger_vm
 3097: weapon_unusual_isotope_jag_glow
 3098: weapon_unusual_isotope_jag_muzzleglow
 3099: weapon_unusual_isotope_jag_secondary_rings
 3100: weapon_unusual_isotope_jag_smoke
 3101: weapon_unusual_isotope_jag_sparks
 3102: weapon_unusual_isotope_jag
 3103: weapon_unusual_isotope_jag_vm_glow
 3104: weapon_unusual_isotope_jag_vm_muzzleglow
 3105: weapon_unusual_isotope_jag_vm_secondary_rings
 3106: weapon_unusual_isotope_jag_vm_smoke
 3107: weapon_unusual_isotope_jag_vm_sparks
 3108: weapon_unusual_isotope_jag_vm
 3109: weapon_unusual_isotope_soda_popper_glow
 3110: weapon_unusual_isotope_soda_popper_muzzleglow
 3111: weapon_unusual_isotope_soda_popper_secondary_rings
 3112: weapon_unusual_isotope_soda_popper_smoke
 3113: weapon_unusual_isotope_soda_popper_sparks
 3114: weapon_unusual_isotope_soda_popper
 3115: weapon_unusual_isotope_soda_popper_vm_glow_vm
 3116: weapon_unusual_isotope_soda_popper_vm_muzzleglow_vm
 3117: weapon_unusual_isotope_soda_popper_vm_secondary_rings_vm
 3118: weapon_unusual_isotope_soda_popper_vm_smoke_vm
 3119: weapon_unusual_isotope_soda_popper_vm_sparks
 3120: weapon_unusual_isotope_soda_popper_vm
 3121: weapon_unusual_isotope_scorch_shot_glow
 3122: weapon_unusual_isotope_scorch_shot_muzzleglow
 3123: weapon_unusual_isotope_scorch_shot_secondary_rings
 3124: weapon_unusual_isotope_scorch_shot_smoke
 3125: weapon_unusual_isotope_scorch_shot_sparks
 3126: weapon_unusual_isotope_scorch_shot
 3127: weapon_unusual_isotope_scorch_shot_vm_glow_vm
 3128: weapon_unusual_isotope_scorch_shot_vm_muzzleglow_vm
 3129: weapon_unusual_isotope_scorch_shot_vm_secondary_rings_vm
 3130: weapon_unusual_isotope_scorch_shot_vm_smoke_vm
 3131: weapon_unusual_isotope_scorch_shot_vm_sparks
 3132: weapon_unusual_isotope_scorch_shot_vm
 3133: weapon_unusual_isotope_detonator_glow
 3134: weapon_unusual_isotope_detonator_muzzleglow
 3135: weapon_unusual_isotope_detonator_secondary_rings
 3136: weapon_unusual_isotope_detonator_smoke
 3137: weapon_unusual_isotope_detonator_sparks
 3138: weapon_unusual_isotope_detonator
 3139: weapon_unusual_isotope_detonator_vm_glow_vm
 3140: weapon_unusual_isotope_detonator_vm_muzzleglow_vm
 3141: weapon_unusual_isotope_detonator_vm_secondary_rings_vm
 3142: weapon_unusual_isotope_detonator_vm_smoke_vm
 3143: weapon_unusual_isotope_detonator_vm_sparks
 3144: weapon_unusual_isotope_detonator_vm
 3145: weapon_unusual_isotope_bazaar_bargain_glow
 3146: weapon_unusual_isotope_bazaar_bargain_muzzleglow
 3147: weapon_unusual_isotope_bazaar_bargain_secondary_rings
 3148: weapon_unusual_isotope_bazaar_bargain_smoke
 3149: weapon_unusual_isotope_bazaar_bargain_sparks
 3150: weapon_unusual_isotope_bazaar_bargain
 3151: weapon_unusual_isotope_bazaar_bargain_vm_glow
 3152: weapon_unusual_isotope_bazaar_bargain_vm_muzzleglow
 3153: weapon_unusual_isotope_bazaar_bargain_vm_secondary_rings
 3154: weapon_unusual_isotope_bazaar_bargain_vm_smoke
 3155: weapon_unusual_isotope_bazaar_bargain_vm_sparks
 3156: weapon_unusual_isotope_bazaar_bargain_vm
 3157: weapon_unusual_isotope_crusaders_crossbow_glow
 3158: weapon_unusual_isotope_crusaders_crossbow_muzzleglow
 3159: weapon_unusual_isotope_crusaders_crossbow_secondary_rings
 3160: weapon_unusual_isotope_crusaders_crossbow_smoke
 3161: weapon_unusual_isotope_crusaders_crossbow_sparks
 3162: weapon_unusual_isotope_crusaders_crossbow
 3163: weapon_unusual_isotope_crusaders_crossbow_vm_glow
 3164: weapon_unusual_isotope_crusaders_crossbow_vm_muzzleglow
 3165: weapon_unusual_isotope_crusaders_crossbow_vm_secondary_rings
 3166: weapon_unusual_isotope_crusaders_crossbow_vm_smoke
 3167: weapon_unusual_isotope_crusaders_crossbow_vm_sparks
 3168: weapon_unusual_isotope_crusaders_crossbow_vm
 3169: weapon_unusual_isotope_claidheamohmor_glow
 3170: weapon_unusual_isotope_claidheamohmor_muzzleglow
 3171: weapon_unusual_isotope_claidheamohmor_secondary_rings
 3172: weapon_unusual_isotope_claidheamohmor_smoke
 3173: weapon_unusual_isotope_claidheamohmor_sparks
 3174: weapon_unusual_isotope_claidheamohmor
 3175: weapon_unusual_isotope_claidheamohmor_vm_glow
 3176: weapon_unusual_isotope_claidheamohmor_vm_muzzleglow
 3177: weapon_unusual_isotope_claidheamohmor_vm_secondary_rings
 3178: weapon_unusual_isotope_claidheamohmor_vm_smoke
 3179: weapon_unusual_isotope_claidheamohmor_vm_sparks
 3180: weapon_unusual_isotope_claidheamohmor_vm
 3181: weapon_unusual_isotope_disciplinary_action_glow
 3182: weapon_unusual_isotope_disciplinary_action_muzzleglow
 3183: weapon_unusual_isotope_disciplinary_action_secondary_rings
 3184: weapon_unusual_isotope_disciplinary_action_smoke
 3185: weapon_unusual_isotope_disciplinary_action_sparks
 3186: weapon_unusual_isotope_disciplinary_action
 3187: weapon_unusual_isotope_disciplinary_action_vm_glow
 3188: weapon_unusual_isotope_disciplinary_action_vm_muzzleglow
 3189: weapon_unusual_isotope_disciplinary_action_vm_secondary_rings
 3190: weapon_unusual_isotope_disciplinary_action_vm_smoke
 3191: weapon_unusual_isotope_disciplinary_action_vm_sparks
 3192: weapon_unusual_isotope_disciplinary_action_vm
 3193: weapon_unusual_isotope_scotsmans_skullcutter_glow
 3194: weapon_unusual_isotope_scotsmans_skullcutter_muzzleglow
 3195: weapon_unusual_isotope_scotsmans_skullcutter_secondary_rings
 3196: weapon_unusual_isotope_scotsmans_skullcutter_smoke
 3197: weapon_unusual_isotope_scotsmans_skullcutter_sparks
 3198: weapon_unusual_isotope_scotsmans_skullcutter
 3199: weapon_unusual_isotope_scotsmans_skullcutter_vm_glow
 3200: weapon_unusual_isotope_scotsmans_skullcutter_vm_muzzleglow
 3201: weapon_unusual_isotope_scotsmans_skullcutter_vm_secondary_rings
 3202: weapon_unusual_isotope_scotsmans_skullcutter_vm_smoke
 3203: weapon_unusual_isotope_scotsmans_skullcutter_vm_sparks
 3204: weapon_unusual_isotope_scotsmans_skullcutter_vm
 3205: weapon_unusual_isotope_amputator_glow
 3206: weapon_unusual_isotope_amputator_muzzleglow
 3207: weapon_unusual_isotope_amputator_secondary_rings
 3208: weapon_unusual_isotope_amputator_smoke
 3209: weapon_unusual_isotope_amputator_sparks
 3210: weapon_unusual_isotope_amputator
 3211: weapon_unusual_isotope_amputator_vm_glow
 3212: weapon_unusual_isotope_amputator_vm_muzzleglow
 3213: weapon_unusual_isotope_amputator_vm_secondary_rings
 3214: weapon_unusual_isotope_persian_persuader_vm_muzzleglow
 3215: weapon_unusual_isotope_amputator_vm_sparks
 3216: weapon_unusual_isotope_amputator_vm
 3217: weapon_unusual_isotope_back_scratcher_glow
 3218: weapon_unusual_isotope_back_scratcher_muzzleglow
 3219: weapon_unusual_isotope_back_scratcher_secondary_rings
 3220: weapon_unusual_isotope_back_scratcher_smoke
 3221: weapon_unusual_isotope_back_scratcher_sparks
 3222: weapon_unusual_isotope_back_scratcher
 3223: weapon_unusual_isotope_back_scratcher_vm_glow
 3224: weapon_unusual_isotope_back_scratcher_vm_muzzleglow
 3225: weapon_unusual_isotope_powerjack_vm_glow
 3226: weapon_unusual_isotope_back_scratcher_vm_smoke
 3227: weapon_unusual_isotope_back_scratcher_vm_sparks
 3228: weapon_unusual_isotope_back_scratcher_vm
 3229: weapon_unusual_isotope_back_scratcher_vm_secondary_rings
 3230: weapon_unusual_isotope_powerjack_glow
 3231: weapon_unusual_isotope_powerjack_muzzleglow
 3232: weapon_unusual_isotope_powerjack_secondary_rings
 3233: weapon_unusual_isotope_powerjack_smoke
 3234: weapon_unusual_isotope_powerjack_sparks
 3235: weapon_unusual_isotope_powerjack
 3236: weapon_unusual_isotope_powerjack_vm_secondary_rings
 3237: weapon_unusual_isotope_powerjack_vm_muzzleglow
 3238: weapon_unusual_isotope_persian_persuader_vm_glow
 3239: weapon_unusual_isotope_powerjack_vm_smoke
 3240: weapon_unusual_isotope_powerjack_vm_sparks
 3241: weapon_unusual_isotope_powerjack_vm
 3242: weapon_unusual_isotope_holy_mackerel_glow
 3243: weapon_unusual_isotope_holy_mackerel_muzzleglow
 3244: weapon_unusual_isotope_holy_mackerel_secondary_rings
 3245: weapon_unusual_isotope_holy_mackerel_smoke
 3246: weapon_unusual_isotope_holy_mackerel_sparks
 3247: weapon_unusual_isotope_holy_mackerel
 3248: weapon_unusual_isotope_holy_mackerel_vm_glow
 3249: weapon_unusual_isotope_holy_mackerel_vm_muzzleglow
 3250: weapon_unusual_isotope_holy_mackerel_vm_secondary_rings
 3251: weapon_unusual_isotope_holy_mackerel_vm_smoke
 3252: weapon_unusual_isotope_holy_mackerel_vm_sparks
 3253: weapon_unusual_isotope_holy_mackerel_vm
 3254: weapon_unusual_isotope_shahanshah_glow
 3255: weapon_unusual_isotope_shahanshah_muzzleglow
 3256: weapon_unusual_isotope_shahanshah_secondary_rings
 3257: weapon_unusual_isotope_shahanshah_smoke
 3258: weapon_unusual_isotope_shahanshah_sparks
 3259: weapon_unusual_isotope_shahanshah
 3260: weapon_unusual_isotope_shahanshah_vm_glow
 3261: weapon_unusual_isotope_shahanshah_vm_muzzleglow
 3262: weapon_unusual_isotope_shahanshah_vm_secondary_rings
 3263: weapon_unusual_isotope_shahanshah_vm_smoke
 3264: weapon_unusual_isotope_shahanshah_vm_sparks
 3265: weapon_unusual_isotope_shahanshah_vm
 3266: weapon_unusual_isotope_persian_persuader_glow
 3267: weapon_unusual_isotope_persian_persuader_muzzleglow
 3268: weapon_unusual_isotope_persian_persuader_secondary_rings
 3269: weapon_unusual_isotope_persian_persuader_smoke
 3270: weapon_unusual_isotope_persian_persuader_sparks
 3271: weapon_unusual_isotope_persian_persuader
 3272: weapon_unusual_isotope_persian_persuader_vm
 3273: weapon_unusual_isotope_persian_persuader_vm_secondary_rings
 3274: weapon_unusual_isotope_persian_persuader_vm_sparks
 3275: weapon_unusual_isotope_persian_persuader_vm_smoke
 3276: weapon_unusual_isotope_dragons_fury_glow
 3277: weapon_unusual_isotope_dragons_fury_muzzleglow
 3278: weapon_unusual_isotope_dragons_fury_secondary_rings
 3279: weapon_unusual_isotope_dragons_fury_smoke
 3280: weapon_unusual_isotope_dragons_fury_sparks
 3281: weapon_unusual_isotope_dragons_fury
 3282: weapon_unusual_isotope_dragons_fury_vm_glow
 3283: weapon_unusual_isotope_dragons_fury_vm_muzzleglow
 3284: weapon_unusual_isotope_dragons_fury_vm_secondary_rings
 3285: weapon_unusual_isotope_dragons_fury_vm_smoke
 3286: weapon_unusual_isotope_dragons_fury_vm_sparks
 3287: weapon_unusual_isotope_dragons_fury_vm
 3288: weapon_unusual_isotope_paintkit_glow
 3289: weapon_unusual_isotope_paintkit_muzzleglow
 3290: weapon_unusual_isotope_paintkit_secondary_rings
 3291: weapon_unusual_isotope_paintkit_smoke
 3292: weapon_unusual_isotope_paintkit_sparks
 3293: weapon_unusual_isotope_paintkit
 3294: weapon_unusual_isotope_ubersaw
 3295: weapon_unusual_isotope_ubersaw_glow
 3296: weapon_unusual_isotope_ubersaw_muzzleglow
 3297: weapon_unusual_isotope_ubersaw_secondary_rings
 3298: weapon_unusual_isotope_ubersaw_smoke
 3299: weapon_unusual_isotope_ubersaw_sparks
 3300: weapon_unusual_isotope_ubersaw_glow_vm
 3301: weapon_unusual_isotope_ubersaw_muzzleglow_vm
 3302: weapon_unusual_isotope_ubersaw_secondary_rings_vm
 3303: weapon_unusual_isotope_ubersaw_smoke_vm
 3304: weapon_unusual_isotope_ubersaw_sparks_vm
 3305: weapon_unusual_isotope_ubersaw_vm
 3306: weapon_unusual_hot_smg_glow
 3307: weapon_unusual_hot_rocketlauncher_embers_1
 3308: weapon_unusual_hot_medigun_embers_1
 3309: weapon_unusual_hot_stickybomb_launcher_glow
 3310: weapon_unusual_hot_minigun_embers_2
 3311: weapon_unusual_hot_minigun_glow
 3312: weapon_unusual_hot_flamethrower_embers_2
 3313: weapon_unusual_hot_sniperrifle_vm
 3314: weapon_unusual_hot_sniperrifle_vm_1
 3315: weapon_unusual_hot_sniperrifle_vm_embers_1
 3316: weapon_unusual_hot_stickybomb_launcher_embers_1
 3317: weapon_unusual_hot_smg_embers_1
 3318: weapon_unusual_hot_flamethrower
 3319: weapon_unusual_hot_flamethrower_1
 3320: weapon_unusual_hot_flamethrower_2
 3321: weapon_unusual_hot_flamethrower_3
 3322: weapon_unusual_hot_flamethrower_embers_1
 3323: weapon_unusual_hot_flamethrower_glow
 3324: weapon_unusual_hot_pistol_glow
 3325: weapon_unusual_hot_sniperrifle_1
 3326: weapon_unusual_hot_scattergun
 3327: weapon_unusual_hot_scattergun_1
 3328: weapon_unusual_hot_scattergun_embers_1
 3329: weapon_unusual_hot_revolver
 3330: weapon_unusual_hot_revolver_1
 3331: weapon_unusual_hot_revolver_embers_1
 3332: weapon_unusual_hot_revolver_glow
 3333: weapon_unusual_hot_rocketlauncher_vm
 3334: weapon_unusual_hot_rocketlauncher_vm_1
 3335: weapon_unusual_hot_rocketlauncher_vm_embers_1
 3336: weapon_unusual_hot_pistol
 3337: weapon_unusual_hot_pistol_1
 3338: weapon_unusual_hot_pistol_embers_1
 3339: weapon_unusual_hot_shotgun
 3340: weapon_unusual_hot_shotgun_1
 3341: weapon_unusual_hot_shotgun_embers_1
 3342: weapon_unusual_hot_shotgun_embers_2
 3343: weapon_unusual_hot_shotgun_glow
 3344: weapon_unusual_hot_medigun
 3345: weapon_unusual_hot_medigun_1
 3346: weapon_unusual_hot_medigun_embers_2
 3347: weapon_unusual_hot_medigun_glow
 3348: weapon_unusual_hot_minigun
 3349: weapon_unusual_hot_minigun_1
 3350: weapon_unusual_hot_minigun_embers_1
 3351: weapon_unusual_hot_stickybomb_launcher
 3352: weapon_unusual_hot_stickybomb_launcher_1
 3353: weapon_unusual_hot_sniperrifle_embers_1
 3354: weapon_unusual_hot_smg
 3355: weapon_unusual_hot_smg_1
 3356: weapon_unusual_hot_sniperrifle_glow
 3357: weapon_unusual_hot_rocketlauncher
 3358: weapon_unusual_hot_rocketlauncher_1
 3359: weapon_unusual_hot_rocketlauncher_glow
 3360: weapon_unusual_hot_sniperrifle
 3361: weapon_unusual_hot_stickybomb_launcher_vm_1
 3362: weapon_unusual_hot_stickybomb_launcher_vm_embers_1
 3363: weapon_unusual_hot_base_warp
 3364: weapon_unusual_hot_stickybomb_launcher_vm
 3365: weapon_unusual_hot_base
 3366: weapon_unusual_hot_base_1
 3367: weapon_unusual_hot_base_2
 3368: weapon_unusual_hot_base_3
 3369: weapon_unusual_hot_base_embers_1
 3370: weapon_unusual_hot_base_embers_2
 3371: weapon_unusual_hot_base_glow
 3372: weapon_unusual_hot_flamethrower_vm
 3373: weapon_unusual_hot_flamethrower_vm_1
 3374: weapon_unusual_hot_flamethrower_vm_2
 3375: weapon_unusual_hot_flamethrower_vm_embers_1
 3376: weapon_unusual_hot_medigun_vm_1
 3377: weapon_unusual_hot_medigun_vm_embers_1
 3378: weapon_unusual_hot_medigun_vm
 3379: weapon_unusual_hot_minigun_vm_1
 3380: weapon_unusual_hot_minigun_vm_embers_1
 3381: weapon_unusual_hot_minigun_vm
 3382: weapon_unusual_hot_pistol_vm_1
 3383: weapon_unusual_hot_pistol_vm_embers_1
 3384: weapon_unusual_hot_pistol_vm
 3385: weapon_unusual_hot_revolver_vm_1
 3386: weapon_unusual_hot_revolver_vm_embers_1
 3387: weapon_unusual_hot_revolver_vm
 3388: weapon_unusual_hot_scattergun_vm_1
 3389: weapon_unusual_hot_scattergun_vm_embers_1
 3390: weapon_unusual_hot_scattergun_vm
 3391: weapon_unusual_hot_shotgun_vm_1
 3392: weapon_unusual_hot_shotgun_vm_embers_1
 3393: weapon_unusual_hot_shotgun_vm
 3394: weapon_unusual_hot_smg_vm_embers_1
 3395: weapon_unusual_hot_smg_vm
 3396: weapon_unusual_hot_smg_vm_1
 3397: weapon_unusual_hot_wrench_vm_embers_1
 3398: weapon_unusual_hot_wrench_vm_1
 3399: weapon_unusual_hot_wrench
 3400: weapon_unusual_hot_wrench_1
 3401: weapon_unusual_hot_wrench_embers_1
 3402: weapon_unusual_hot_knife_vm_glow
 3403: weapon_unusual_hot_wrench_vm
 3404: weapon_unusual_hot_grenade_launcher_1
 3405: weapon_unusual_hot_grenade_launcher_embers_1
 3406: weapon_unusual_hot_grenade_launcher_glow
 3407: weapon_unusual_hot_grenade_launcher
 3408: weapon_unusual_hot_grenade_launcher_vm_1
 3409: weapon_unusual_hot_grenade_launcher_vm_embers_1
 3410: weapon_unusual_hot_grenade_launcher_vm
 3411: weapon_unusual_hot_knife_1
 3412: weapon_unusual_hot_knife_embers_1
 3413: weapon_unusual_hot_knife_glow
 3414: weapon_unusual_hot_knife
 3415: weapon_unusual_hot_knife_vm_1
 3416: weapon_unusual_hot_knife_vm_embers_1
 3417: weapon_unusual_hot_knife_vm
 3418: weapon_unusual_hot_loose_cannon_1
 3419: weapon_unusual_hot_loose_cannon_embers_1
 3420: weapon_unusual_hot_loose_cannon_glow
 3421: weapon_unusual_hot_loose_cannon
 3422: weapon_unusual_hot_brass_beast_1
 3423: weapon_unusual_hot_brass_beast_embers_1
 3424: weapon_unusual_hot_brass_beast_embers_2
 3425: weapon_unusual_hot_brass_beast_glow
 3426: weapon_unusual_hot_brass_beast
 3427: weapon_unusual_hot_loch_n_load_1
 3428: weapon_unusual_hot_loch_n_load_embers_1
 3429: weapon_unusual_hot_loch_n_load
 3430: weapon_unusual_hot_back_scratcher_1
 3431: weapon_unusual_hot_back_scratcher_embers_1
 3432: weapon_unusual_hot_back_scratcher
 3433: weapon_unusual_hot_scotsmans_skullcutter_1
 3434: weapon_unusual_hot_scotsmans_skullcutter_embers_1
 3435: weapon_unusual_hot_scotsmans_skullcutter
 3436: weapon_unusual_hot_iron_bomber_1
 3437: weapon_unusual_hot_iron_bomber_embers_1
 3438: weapon_unusual_hot_iron_bomber
 3439: weapon_unusual_hot_claidheamohmor_1
 3440: weapon_unusual_hot_claidheamohmor_embers_1
 3441: weapon_unusual_hot_claidheamohmor
 3442: weapon_unusual_hot_persian_persuader_1
 3443: weapon_unusual_hot_persian_persuader_embers_1
 3444: weapon_unusual_hot_persian_persuader
 3445: weapon_unusual_hot_persian_persuader_2
 3446: weapon_unusual_hot_holy_mackerel_1
 3447: weapon_unusual_hot_holy_mackerel_embers_1
 3448: weapon_unusual_hot_holy_mackerel
 3449: weapon_unusual_hot_powerjack_1
 3450: weapon_unusual_hot_powerjack_embers_1
 3451: weapon_unusual_hot_powerjack
 3452: weapon_unusual_hot_disciplinary_action_1
 3453: weapon_unusual_hot_disciplinary_action_embers_1
 3454: weapon_unusual_hot_disciplinary_action
 3455: weapon_unusual_hot_disciplinary_action_2
 3456: weapon_unusual_hot_tomislav_1
 3457: weapon_unusual_hot_tomislav_embers_1
 3458: weapon_unusual_hot_tomislav
 3459: weapon_unusual_hot_tomislav_embers_2
 3460: weapon_unusual_hot_tomislav_glow
 3461: weapon_unusual_hot_shortstop_1
 3462: weapon_unusual_hot_shortstop_embers_1
 3463: weapon_unusual_hot_shortstop
 3464: weapon_unusual_hot_soda_popper_1
 3465: weapon_unusual_hot_soda_popper_embers_1
 3466: weapon_unusual_hot_soda_popper
 3467: weapon_unusual_hot_shahanshah_1
 3468: weapon_unusual_hot_shahanshah_embers_1
 3469: weapon_unusual_hot_shahanshah
 3470: weapon_unusual_hot_shahanshah_2
 3471: weapon_unusual_hot_air_strike_1
 3472: weapon_unusual_hot_air_strike_embers_1
 3473: weapon_unusual_hot_air_strike_glow
 3474: weapon_unusual_hot_air_strike
 3475: weapon_unusual_hot_black_box_1
 3476: weapon_unusual_hot_black_box_embers_1
 3477: weapon_unusual_hot_black_box_glow
 3478: weapon_unusual_hot_black_box
 3479: weapon_unusual_hot_reserve_shooter_1
 3480: weapon_unusual_hot_reserve_shooter_embers_1
 3481: weapon_unusual_hot_reserve_shooter_embers_2
 3482: weapon_unusual_hot_reserve_shooter_glow
 3483: weapon_unusual_hot_reserve_shooter
 3484: weapon_unusual_hot_family_business_1
 3485: weapon_unusual_hot_family_business_embers_1
 3486: weapon_unusual_hot_family_business_embers_2
 3487: weapon_unusual_hot_family_business_glow
 3488: weapon_unusual_hot_family_business
 3489: weapon_unusual_hot_rescue_ranger_1
 3490: weapon_unusual_hot_rescue_ranger_embers_1
 3491: weapon_unusual_hot_rescue_ranger_embers_2
 3492: weapon_unusual_hot_rescue_ranger_glow
 3493: weapon_unusual_hot_rescue_ranger
 3494: weapon_unusual_hot_panic_attack_1
 3495: weapon_unusual_hot_panic_attack_embers_1
 3496: weapon_unusual_hot_panic_attack_embers_2
 3497: weapon_unusual_hot_panic_attack_glow
 3498: weapon_unusual_hot_panic_attack
 3499: weapon_unusual_hot_bazaar_bargain_1
 3500: weapon_unusual_hot_bazaar_bargain_embers_1
 3501: weapon_unusual_hot_bazaar_bargain
 3502: weapon_unusual_hot_jag_1
 3503: weapon_unusual_hot_jag_embers_1
 3504: weapon_unusual_hot_jag
 3505: weapon_unusual_hot_amputator_1
 3506: weapon_unusual_hot_amputator_embers_1
 3507: weapon_unusual_hot_amputator
 3508: weapon_unusual_hot_crusaders_crossbow_1
 3509: weapon_unusual_hot_crusaders_crossbow_embers_1
 3510: weapon_unusual_hot_crusaders_crossbow
 3511: weapon_unusual_hot_detonator_1
 3512: weapon_unusual_hot_detonator_embers_1
 3513: weapon_unusual_hot_detonator
 3514: weapon_unusual_hot_detonator_glow
 3515: weapon_unusual_hot_scorch_shot_1
 3516: weapon_unusual_hot_scorch_shot_embers_1
 3517: weapon_unusual_hot_scorch_shot_glow
 3518: weapon_unusual_hot_scorch_shot
 3519: weapon_unusual_hot_winger_1
 3520: weapon_unusual_hot_winger_embers_1
 3521: weapon_unusual_hot_winger_glow
 3522: weapon_unusual_hot_winger
 3523: weapon_unusual_hot_degreaser_1
 3524: weapon_unusual_hot_degreaser_2
 3525: weapon_unusual_hot_degreaser_3
 3526: weapon_unusual_hot_degreaser_embers_1
 3527: weapon_unusual_hot_degreaser_embers_2
 3528: weapon_unusual_hot_degreaser_glow
 3529: weapon_unusual_hot_degreaser
 3530: weapon_unusual_hot_loose_cannon_vm_embers_1
 3531: weapon_unusual_hot_loose_cannon_vm
 3532: weapon_unusual_hot_loch_n_load_vm_1
 3533: weapon_unusual_hot_loch_n_load_vm_embers_1
 3534: weapon_unusual_hot_loch_n_load_vm
 3535: weapon_unusual_hot_degreaser_vm
 3536: weapon_unusual_hot_degreaser_vm_1
 3537: weapon_unusual_hot_degreaser_vm_2
 3538: weapon_unusual_hot_degreaser_vm_3
 3539: weapon_unusual_hot_degreaser_embers_vm_1
 3540: weapon_unusual_hot_powerjack_vm_1
 3541: weapon_unusual_hot_powerjack_vm_embers_1
 3542: weapon_unusual_hot_powerjack_vm
 3543: weapon_unusual_hot_back_scratcher_vm_1
 3544: weapon_unusual_hot_back_scratcher_vm_embers_1
 3545: weapon_unusual_hot_back_scratcher_vm
 3546: weapon_unusual_hot_scotsmans_skullcutter_vm_1
 3547: weapon_unusual_hot_scotsmans_skullcutter_vm_embers_1
 3548: weapon_unusual_hot_scotsmans_skullcutter_vm
 3549: weapon_unusual_hot_brass_beast_vm_1
 3550: weapon_unusual_hot_brass_beast_vm_embers_1
 3551: weapon_unusual_hot_brass_beast_vm_embers_2
 3552: weapon_unusual_hot_brass_beast_vm
 3553: weapon_unusual_hot_tomislav_vm_1
 3554: weapon_unusual_hot_tomislav_vm_embers_1
 3555: weapon_unusual_hot_tomislav_vm
 3556: weapon_unusual_hot_winger_vm_1
 3557: weapon_unusual_hot_winger_vm_embers_1
 3558: weapon_unusual_hot_winger_vm
 3559: weapon_unusual_hot_scorch_shot_vm_1
 3560: weapon_unusual_hot_scorch_shot_embers_vm_1
 3561: weapon_unusual_hot_scorch_shot_vm
 3562: weapon_unusual_hot_scorch_shot_vm_embers_1
 3563: weapon_unusual_hot_panic_attack_vm_1
 3564: weapon_unusual_hot_panic_attack_vm_embers_1
 3565: weapon_unusual_hot_panic_attack_vm
 3566: weapon_unusual_hot_jag_vm_1
 3567: weapon_unusual_hot_jag_embers_vm_1
 3568: weapon_unusual_hot_jag_vm
 3569: weapon_unusual_hot_jag_vm_embers_1
 3570: weapon_unusual_hot_shortstop_vm_1
 3571: weapon_unusual_hot_shortstop_vm_embers_1
 3572: weapon_unusual_hot_shortstop_vm
 3573: weapon_unusual_hot_air_strike_vm_1
 3574: weapon_unusual_hot_air_strike_vm_embers_1
 3575: weapon_unusual_hot_air_strike_vm
 3576: weapon_unusual_hot_black_box_vm_1
 3577: weapon_unusual_hot_black_box_vm_embers_1
 3578: weapon_unusual_hot_black_box_vm
 3579: weapon_unusual_hot_soda_popper_vm_1
 3580: weapon_unusual_hot_soda_popper_vm_embers_1
 3581: weapon_unusual_hot_soda_popper_vm
 3582: weapon_unusual_hot_reserve_shooter_vm_1
 3583: weapon_unusual_hot_reserve_shooter_vm_embers_1
 3584: weapon_unusual_hot_reserve_shooter_vm
 3585: weapon_unusual_hot_family_business_vm_1
 3586: weapon_unusual_hot_family_business_vm_embers_1
 3587: weapon_unusual_hot_family_business_vm
 3588: weapon_unusual_hot_rescue_ranger_vm_1
 3589: weapon_unusual_hot_rescue_ranger_vm_embers_1
 3590: weapon_unusual_hot_rescue_ranger_vm
 3591: weapon_unusual_hot_bazaar_bargain_vm_1
 3592: weapon_unusual_hot_bazaar_bargain_vm_embers_1
 3593: weapon_unusual_hot_bazaar_bargain_vm
 3594: weapon_unusual_hot_crusaders_crossbow_vm_1
 3595: weapon_unusual_hot_crusaders_crossbow_embers_vm_1
 3596: weapon_unusual_hot_crusaders_crossbow_vm
 3597: weapon_unusual_hot_crusaders_crossbow_vm_embers_1
 3598: weapon_unusual_hot_amputator_vm_1
 3599: weapon_unusual_hot_amputator_embers_vm_1
 3600: weapon_unusual_hot_amputator_vm
 3601: weapon_unusual_hot_detonator_vm_1
 3602: weapon_unusual_hot_detonator_vm_embers_1
 3603: weapon_unusual_hot_detonator_vm
